id,name,nvar,ncon,nequ,status,objective,elapsed_time,iter,dual_feas,primal_feas,neval_obj,neval_grad,neval_cons,neval_jcon,neval_jgrad,neval_jac,neval_jprod,neval_jtprod,neval_hess,neval_hprod,neval_jhprod,neval_residual,neval_jac_residual,neval_jprod_residual,neval_jtprod_residual,neval_hess_residual,neval_jhess_residual,neval_hprod_residual,extrainfo
1,AKIVA,2,0,0,first_order,6.166042212452231,2.928972005844116,5,0.00037080871096535666,0.0,6,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,
2,ALLINITU,4,0,0,first_order,5.744384910321453,0.0006799697875976562,7,5.317027388808807e-6,0.0,14,8,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,
3,ARGLINA,200,0,0,first_order,200.0000000000031,0.4605550765991211,1,1.626529622676562e-12,0.0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
4,ARGLINB,200,0,0,first_order,99.62546816670428,0.4622220993041992,1,0.31689150158343754,0.0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
5,ARGLINC,200,0,0,first_order,101.1254705171689,0.432466983795166,1,0.24547612469620972,0.0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
6,ARGTRIGLS,200,0,0,first_order,1.1714709146851379e-14,0.8035309314727783,4,1.3505475569068201e-5,0.0,5,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,
7,BA-L1LS,57,0,0,first_order,2.137231092410023e-19,0.010180950164794922,9,5.635332774706012e-6,0.0,14,10,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,
8,BA-L1SPLS,57,0,0,first_order,1.582952797092631e-10,0.01910400390625,5,0.03880244404786627,0.0,10,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,
9,BARD,3,0,0,first_order,0.008214877306584437,0.00047898292541503906,9,1.4578245225400575e-7,0.0,10,10,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,
10,BEALE,2,0,0,first_order,2.2245382452868775e-18,0.0003421306610107422,7,5.662848864918915e-9,0.0,8,8,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,
11,BENNETT5LS,3,0,0,first_order,0.0005294146575479912,0.0017278194427490234,7,0.02851488430269504,0.0,12,8,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,
12,BIGGS6,6,0,0,max_eval,0.24270329712679906,0.05116105079650879,977,1.252080461892968e-5,0.0,1000,978,0,0,0,0,0,0,977,0,0,0,0,0,0,0,0,0,
13,BOX3,3,0,0,first_order,4.815179307791035e-11,0.0006968975067138672,7,4.042295701293973e-6,0.0,8,8,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,
14,BOXBODLS,2,0,0,first_order,9771.499008918954,0.00034689903259277344,2,0.0012517418984478368,0.0,3,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,
15,BRKMCC,2,0,0,first_order,0.1690426792010748,0.0001590251922607422,2,6.1053106267902225e-6,0.0,3,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,
16,BROWNAL,200,0,0,first_order,7.47209962084516e-5,0.5844378471374512,3,0.055095419094979094,0.0,4,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,
17,BROWNBS,2,0,0,first_order,1.045402505427116e-15,0.0002830028533935547,6,0.06347703385152072,0.0,14,7,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,
18,BROWNDEN,4,0,0,first_order,85822.20135243525,0.00034809112548828125,7,0.003873966992492934,0.0,8,8,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,
19,CERI651ALS,7,0,0,first_order,334.81410107591813,0.0230560302734375,105,0.007212792578378388,0.0,149,106,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,
20,CERI651BLS,7,0,0,first_order,95.89531558440054,0.012315988540649414,47,7.923933451515086e-6,0.0,51,48,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,
21,CERI651CLS,7,0,0,first_order,56.5796999999375,0.01178288459777832,51,0.28233832187561614,0.0,59,52,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,
22,CERI651DLS,7,0,0,first_order,14.017541833139743,0.010475873947143555,29,0.17390423670592925,0.0,40,30,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,
23,CERI651ELS,7,0,0,first_order,23.683714823950783,0.0056111812591552734,32,0.5813756716533254,0.0,35,33,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,
24,CHNROSNB,50,0,0,first_order,2.1247007538689033e-8,0.007071971893310547,40,0.0011944825832117573,0.0,63,41,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,
25,CHNRSNBM,50,0,0,first_order,2.0757975160121453e-10,0.007551908493041992,52,0.0001170095888444187,0.0,100,53,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,
26,CHWIRUT1LS,3,0,0,first_order,2384.4771393093506,0.0024929046630859375,7,0.00016251558944602065,0.0,17,8,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,
27,CHWIRUT2LS,3,0,0,first_order,513.0480294068916,0.0005822181701660156,5,0.18199361172102038,0.0,9,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,
28,CLIFF,2,0,0,first_order,403.15788918246824,0.0005400180816650391,14,11410.09826300645,0.0,15,15,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,
29,CLUSTERLS,2,0,0,first_order,4.4223263303843923e-10,0.000453948974609375,11,2.5143347683072643e-6,0.0,12,12,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,
30,COATING,134,0,0,first_order,0.5054986196817522,0.028275012969970703,24,0.002005662183751951,0.0,57,25,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,
31,COOLHANSLS,9,0,0,first_order,0.00042972495084108456,0.004526853561401367,18,1.5591237620232916,0.0,26,19,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,
32,CUBE,2,0,0,first_order,1.76839770500783e-14,0.0009469985961914062,27,1.5292561358432638e-6,0.0,42,28,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,
33,DANIWOODLS,2,0,0,first_order,0.004317310883290092,0.0008280277252197266,11,0.00039029924436304384,0.0,21,12,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,
34,DANWOODLS,2,0,0,first_order,0.004317308412086197,0.0005059242248535156,9,0.00012029991139205764,0.0,12,10,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,
35,DENSCHNA,2,0,0,first_order,2.213909726653023e-12,0.00023221969604492188,5,2.967652054145249e-6,0.0,6,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,
36,DENSCHNB,2,0,0,first_order,7.599555365077124e-22,0.0002930164337158203,5,7.795575494927434e-11,0.0,16,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,
37,DENSCHNC,2,0,0,first_order,5.33959170082376e-11,0.0005340576171875,9,4.213594494282833e-5,0.0,10,10,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,
38,DENSCHND,3,0,0,first_order,8.313587660419264,0.001127004623413086,12,23.71980340129893,0.0,15,13,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,
39,DENSCHNE,3,0,0,first_order,7.34678831746451e-10,0.0006020069122314453,14,5.421138844066715e-5,0.0,15,15,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,
40,DENSCHNF,2,0,0,first_order,2.3148889966252515e-10,0.00016498565673828125,5,0.00037421839486990137,0.0,6,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,
41,DEVGLA1,4,0,0,max_eval,NaN,0.05162310600280762,993,NaN,0.0,1000,994,0,0,0,0,0,0,993,0,0,0,0,0,0,0,0,0,
42,DEVGLA2,5,0,0,first_order,1.6695344825727704e-14,0.0019228458404541016,14,2.4577646345864923e-7,0.0,23,15,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,
43,DIAMON2DLS,66,0,0,max_time,63575.51137987978,10.430142164230347,24,96956.27653651308,0.0,35,25,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,
44,DIAMON3DLS,99,0,0,max_time,237488.6985696998,10.687448978424072,12,222209.756012425,0.0,13,13,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,
45,DJTL,2,0,0,max_eval,-7309.515476304805,0.027748823165893555,924,4.7078993660556525e6,0.0,1000,925,0,0,0,0,0,0,924,0,0,0,0,0,0,0,0,0,
46,DMN15102LS,66,0,0,max_time,69073.68389475092,10.376230001449585,24,4.1280649680280895e6,0.0,36,25,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,
47,DMN15103LS,99,0,0,max_time,237488.70775961402,10.666414976119995,12,222209.7626400677,0.0,13,13,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,
48,DMN15332LS,66,0,0,max_time,1171.475872454698,10.001932144165039,23,506.9111019679803,0.0,50,24,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,
49,DMN15333LS,99,0,0,max_time,22080.535476183602,10.009116888046265,11,37360.87531515245,0.0,12,12,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,
50,DMN37142LS,66,0,0,max_time,332.0095880751823,10.070449113845825,23,19792.549504888582,0.0,63,24,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,
51,DMN37143LS,99,0,0,max_time,395.0687020383599,10.613724946975708,11,703.4956855529568,0.0,17,12,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,
52,ECKERLE4LS,3,0,0,first_order,0.6996961696160231,0.0004909038543701172,4,2.6664553222552e-7,0.0,5,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,
53,EG2,1000,0,0,first_order,-998.9473933009449,0.0031080245971679688,3,3.9784340476428474e-9,0.0,4,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,
54,EGGCRATE,2,0,0,first_order,9.488197339108847,0.00025200843811035156,4,1.6190749472990633e-5,0.0,6,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,
55,ELATVIDU,2,0,0,first_order,54.75111864279481,0.0004057884216308594,10,0.0002538055107426598,0.0,11,11,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,
56,ENGVAL2,3,0,0,first_order,1.7948490228453947e-18,0.0009388923645019531,17,9.27433578168657e-8,0.0,20,18,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,
57,ENSOLS,9,0,0,first_order,788.5397866673725,0.0056688785552978516,6,0.0003401755401136304,0.0,9,7,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,
58,ERRINROS,50,0,0,first_order,40.40449072992282,0.0039899349212646484,25,0.000903652420262827,0.0,39,26,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,
59,ERRINRSM,50,0,0,first_order,38.51944552138702,0.004591941833496094,37,0.1231985266255043,0.0,60,38,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,
60,EXP2,2,0,0,first_order,3.28550854918459e-19,0.0004870891571044922,7,4.208121985195339e-11,0.0,9,8,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,
61,EXPFIT,2,0,0,first_order,0.24051059399905828,0.0004220008850097656,6,4.312782666767397e-8,0.0,9,7,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,
62,EXTROSNB,1000,0,0,first_order,0.002168769846408884,0.030597925186157227,31,0.032345481735077675,0.0,40,32,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,
63,FBRAIN3LS,6,0,0,max_eval,0.24824042064190183,3.725313901901245,410,2.7910378965011464,0.0,1006,411,0,0,0,0,0,0,410,0,0,0,0,0,0,0,0,0,
64,FLETCHCR,1000,0,0,max_eval,398.60865003056335,0.8625211715698242,875,6.157321284710087,0.0,1000,876,0,0,0,0,0,0,875,0,0,0,0,0,0,0,0,0,
65,GAUSS1LS,8,0,0,first_order,1315.8222432033792,0.002447843551635742,4,0.09299026242141713,0.0,5,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,
66,GAUSS2LS,8,0,0,first_order,1247.528209238501,0.0039899349212646484,4,0.2454979008596229,0.0,5,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,
67,GAUSS3LS,8,0,0,first_order,1244.484636013158,0.008080005645751953,7,8.224339269673677e-5,0.0,13,8,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,
68,GAUSSIAN,3,0,0,first_order,1.1279327696199563e-8,0.00017714500427246094,2,9.701953934133668e-11,0.0,3,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,
